Annotation	key	cell_class	removal_reason	num_cells_postQC	Isocortex	OLF	HPF	CTXsp	STR	PAL	TH	HY	MB	P	MY	CB	FB_VS_grey	Mapped_Top_TopStruct	Mapped_Max_TopStruct	Mapped_MaxTopStruct_PCT	Mapped_Top_DeepCCF	Mapped_Max_DeepCCF	Mapped_Max_DeepCCF_PCT	Imputed_Top_TopStruct	Imputed_Top_DeepCCF	Imputed_Max_TopStruct	Imputed_Max_DeepCCF	NumBeadsConfMapped	Max_TopStruct	Max_DeepCCF	NT_binary
Ex_Zic1_Mybpc1	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-7-0-2	neuron		43	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MB	MB|PAG	MB	MB	NA	MB	MB	VGLUT2
Ex_Pou4f2_Trim21	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-7-1	neuron		99	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MB	PAG	MB	PAG	NA	MB	PAG	VGLUT2
Ex_Pitx1_Moxd1	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-8-0-0-0	neuron		104	0	0	0	0	0	0	0	0	11	0	0	0	0	MB	MB	1	CUN|PAG|MB	CUN	0.636363636363636	MB	PAG	MB	PAG	11	MB	CUN	VGLUT2
Ex_Pitx1_C1ql4	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-8-0-0-1	neuron		42	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MB	PAG|MB	MB	PAG	NA	MB	PAG	VGLUT2
Ex_Pitx1_Nts	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-8-0-1	neuron		27	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MB	PAG|MB	MB	PAG	NA	MB	PAG	VGLUT2
Ex_PItx2_Cox4i2	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-8-1-0-0	neuron		60	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MB	MB|MRN|SCm	MB	MB	NA	MB	MB	VGLUT2
Ex_Pitx1_Kntc1	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-8-1-0-1	neuron		42	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MB	PAG|MRN	MB	PAG	NA	MB	PAG	VGLUT2
Ex_C1ql4_Asb4	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-8-1-1	neuron		48	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MB	PAG|MB	MB	PAG	NA	MB	PAG	VGLUT2
Ex_Sim1_Bsx_1	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-9-0-0-0-0	neuron		65	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MB	MB|PAG|MRN	MB	MB	NA	MB	MB	VGLUT2
Ex_Sim1_Bsx_2	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-9-0-0-0-1	neuron		19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MB	MB|PAG	MB	MB	NA	MB	MB	VGLUT2
Ex_Sim1_Bsx_3	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-9-0-0-1	neuron		30	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MB	MB|PAG|MRN	MB	MB	NA	MB	MB	VGLUT2
Ex_Sim1_Bsx_4	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-9-0-1	neuron		54	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	HY|MB		HY		NA	HY		VGLUT2
Ex_Nkx2-4_Asb4	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-9-1-0-0	neuron		29	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MB	MB|PAG|MRN	MB	MB	NA	MB	MB	VGLUT2
Ex_Nkx2-4_Cdkn1c_1	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-9-1-0-1	neuron		31	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MB	MB|PAG	MB	MB	NA	MB	MB	VGLUT2
Ex_Nkx2-4_Cdkn1c_2	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-9-1-1	neuron		44	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MB	MB|PAG|MRN	MB	MB	NA	MB	MB	VGLUT2
Ex_Pou4f1_Plscr5_1	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-1-0-0-0-0-0	neuron		509	0	0	0	0	0	0	0	1	37	0	0	0	0	MB	MB	0.973684210526316	PAG|SCm	PAG	0.594594594594595	MB	PAG|SCm	MB	PAG	38	MB	PAG	VGLUT2
Ex_Pou4f1_Plscr5_2	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-1-0-0-0-0-1-0	neuron		141	0	0	0	0	0	0	0	0	1	0	0	0	0	MB	MB	1	PAG	PAG	1	MB	PAG	MB	PAG	1	MB	PAG	VGLUT2
Ex_Pou4f1_Plscr5_3	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-1-0-0-0-0-1-1	neuron		115	0	0	0	0	0	0	0	1	9	0	0	0	0	MB	MB	0.9	PAG|SCm	PAG	0.777777777777778	MB	PAG|SCm	MB	PAG	10	MB	PAG	VGLUT2
Ex_Pou4f1_Plscr5_4	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-1-0-0-0-1	neuron		384	0	0	0	0	0	0	0	0	9	0	0	0	0	MB	MB	1	PAG|SCm	PAG	0.555555555555556	MB	PAG	MB	PAG	9	MB	PAG	VGLUT2
Ex_Pou4f1_Plscr5_5	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-1-0-0-0-2-0	neuron		183	0	0	0	0	0	0	0	0	2	0	0	0	0	MB	MB	1	PAG	PAG	1	MB	PAG	MB	PAG	2	MB	PAG	VGLUT2
Ex_Pou4f1_Plscr5_6	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-1-0-0-0-2-1	neuron		91	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MB	PAG|SCm	MB	PAG	NA	MB	PAG	VGLUT2
Ex_Pou4f1_Plscr5_7	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-1-0-0-1-0	neuron		224	0	0	0	0	0	0	0	0	17	0	0	0	0	MB	MB	1	PAG|SCm	PAG	0.823529411764706	MB	PAG|SCm	MB	PAG	17	MB	PAG	VGLUT2
Ex_Pou4f1_Plscr5_8	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-1-0-0-1-1-0	neuron		121	0	0	0	0	0	0	0	0	26	0	0	0	0	MB	MB	1	SCm|PAG	SCm	0.730769230769231	MB	PAG|SCm	MB	PAG	26	MB	SCm	VGLUT2
Ex_Pou4f1_Plscr5_9	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-1-0-0-1-1-1	neuron		34	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MB	PAG|SCm	MB	PAG	NA	MB	PAG	VGLUT2
Ex_Pou4f1_Phex	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-1-0-1-0-0	neuron		187	0	0	0	0	0	0	0	0	29	0	0	0	0	MB	MB	1	PAG	PAG	0.862068965517241	MB	PAG|SCm	MB	PAG	29	MB	PAG	VGLUT2
Ex_Pou4f1_Trim21	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-1-0-1-0-1	neuron		74	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MB	PAG|SCm	MB	PAG	NA	MB	PAG	VGLUT2
Ex_Fn1_Nts	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-1-0-1-1	neuron		94	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MB	PAG	MB	PAG	NA	MB	PAG	VGLUT2
Ex_Pou4f1_Uaca	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-1-0-2-0	neuron		270	0	0	0	0	0	0	0	1	17	0	0	0	0	MB	MB	0.944444444444444	PAG|SCm	PAG	0.764705882352941	MB	PAG	MB	PAG	18	MB	PAG	VGLUT2
Ex_Pou4f1_6430628N08Rik	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-1-0-2-1	neuron		87	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MB	PAG|SCm	MB	PAG	NA	MB	PAG	VGLUT2
Ex_Tfap2b_Kcnmb1	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-1-1-0-0	neuron		525	0	0	0	0	0	0	0	1	22	0	0	0	0	MB	MB	0.956521739130435	PAG|SCm	PAG	0.727272727272727	MB	PAG|SCm	MB	PAG	23	MB	PAG	VGLUT2
Ex_Tfap2b_Layn	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-1-1-0-1	neuron		72	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MB	PAG	MB	PAG	NA	MB	PAG	VGLUT2
Ex_Tfap2b_Gli2	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-1-1-1	neuron		572	0	0	0	0	0	0	0	0	21	0	0	0	0	MB	MB	1	PAG|SCm	PAG	0.476190476190476	MB	PAG|SCm	MB	PAG	21	MB	PAG	VGLUT2
Inh_Pax8_Otp_1	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-2-0-0	neuron		54	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MB		MB		NA	MB		GABA
Inh_Pax8_Otp_2	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-2-0-1	neuron		34	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MB		MB		NA	MB		GABA
Inh_Pax8_Otp_3	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-2-1	neuron		66	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MB		MB		NA	MB		GABA
Ex_Eya2_P2rx6_1	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-1-0-0-0-0-0-0-0-0-0-0	neuron		60	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MB		MB		NA	MB		VGLUT2
Ex_Pou4f3_Bhlhe23	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-1-0-0-0-0-0-0-0-0-0-1	neuron	automatic	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA					NA			none
Ex_Eya2_P2rx6_2	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-1-0-0-0-0-0-0-0-0-1	neuron		56	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MB	SCm	MB	SCm	NA	MB	SCm	VGLUT2
Ex_Pou4f2_Sult3a2_1	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-1-0-0-0-0-0-0-0-1	neuron		139	0	0	0	0	0	0	0	0	12	0	0	0	0	MB	MB	1	PAG	PAG	1	MB	PAG	MB	PAG	12	MB	PAG	VGLUT2
Ex_Pou4f2_Sult3a2_2	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-1-0-0-0-0-0-0-1	neuron		145	0	0	0	0	0	0	0	0	2	0	0	0	0	MB	MB	1	PAG	PAG	1	MB	PAG	MB	PAG	2	MB	PAG	VGLUT2
Ex_Pou4f2_Grpr	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-1-0-0-0-0-0-1	neuron		99	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MB	PAG	MB	PAG	NA	MB	PAG	VGLUT2
Ex_Pou4f1_Meis1_1	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-1-0-0-0-0-1-0-0	neuron		167	0	0	0	0	0	0	0	0	10	0	0	0	0	MB	MB	1	PAG|CUN	PAG	0.8	MB	PAG	MB	PAG	10	MB	PAG	VGLUT2
Ex_Pou4f1_Meis1_2	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-1-0-0-0-0-1-0-1	neuron		140	0	0	0	0	0	0	0	0	21	0	0	0	0	MB	MB	1	PAG	PAG	0.952380952380952	MB	PAG	MB	PAG	21	MB	PAG	VGLUT2
Ex_Pou4f1_Meis1_3	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-1-0-0-0-0-1-1	neuron		48	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MB	PAG	MB	PAG	NA	MB	PAG	VGLUT2
Ex_Pou4f2_Sult3a2_3	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-1-0-0-0-1-0-0	neuron		398	0	0	0	0	0	0	0	0	15	0	0	0	0	MB	MB	1	SCm|PAG	SCm	0.733333333333333	MB	PAG	MB	PAG	15	MB	SCm	VGLUT2
Ex_Pou4f2_Sult3a2_4	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-1-0-0-0-1-0-1	neuron		23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MB	PAG	MB	PAG	NA	MB	PAG	VGLUT2
Ex_Pou4f2_Sult3a2_5	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-1-0-0-0-1-1	neuron		65	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MB	PAG	MB	PAG	NA	MB	PAG	VGLUT2
Ex_Pou4f2_Sult3a2_6	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-1-0-0-1-0-0-0	neuron		223	0	0	0	0	0	0	1	1	51	2	0	0	0	MB	MB	0.927272727272727	PAG	PAG	0.92156862745098	MB	PAG	MB	PAG	55	MB	PAG	VGLUT2
Ex_Pou4f2_Sult3a2_7	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-1-0-0-1-0-0-1	neuron		70	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MB	PAG	MB	PAG	NA	MB	PAG	VGLUT2
Ex_Pou4f2_Sult3a2_8	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-1-0-0-1-0-0-2	neuron		70	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MB	PAG	MB	PAG	NA	MB	PAG	VGLUT2
Ex_Pou4f2_Sult3a2_9	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-1-0-0-1-0-0-3	neuron		27	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MB	PAG|SCm	MB	PAG	NA	MB	PAG	VGLUT2
Ex_Pou4f2_Sult3a2_10	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-1-0-0-1-0-1	neuron		56	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MB	PAG	MB	PAG	NA	MB	PAG	VGLUT2
Ex_Pou4f2_Sult3a2_11	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-1-0-0-1-0-2	neuron		43	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MB	PAG	MB	PAG	NA	MB	PAG	VGLUT2
Ex_Pou4f2_Sult3a2_12	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-1-0-0-1-1-0	neuron		80	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MB	PAG	MB	PAG	NA	MB	PAG	VGLUT2
Ex_Gli3_Vwf	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-1-0-0-1-1-1	neuron		49	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MB	PAG	MB	PAG	NA	MB	PAG	VGLUT2
Ex_Pou4f2_Gdpd4	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-1-0-0-1-2	neuron		131	0	0	0	0	0	0	0	0	23	0	0	0	0	MB	MB	1	PAG	PAG	1	MB	PAG	MB	PAG	23	MB	PAG	VGLUT2
Ex_Pou4f3_Defb1_1	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-1-0-1-0-0-0	neuron		65	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MB	MRN|PAG	MB	MRN	NA	MB	MRN	VGLUT2
Ex_Pou4f3_Defb1_2	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-1-0-1-0-0-1	neuron		19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MB	PAG	MB	PAG	NA	MB	PAG	VGLUT2
Ex_Pou4f3_Defb1_3	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-1-0-1-0-0-2	neuron	automatic	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA					NA			none
Ex_Pou4f3_Wfdc10_1	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-1-0-1-0-1-0	neuron		74	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MB	PAG	MB	PAG	NA	MB	PAG	VGLUT2
Ex_Pou4f3_Wfdc10_2	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-1-0-1-0-1-1	neuron		30	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MB	PAG	MB	PAG	NA	MB	PAG	VGLUT2
Ex_Pou4f3_Id1	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-1-0-1-0-1-2	neuron	automatic	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA					NA			none
Ex_Pou4f3_Slc7a11	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-1-0-1-1	neuron		72	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MB	PAG	MB	PAG	NA	MB	PAG	VGLUT2
Ex_Pou4f3_Xdh	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-1-0-1-2	neuron		26	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MB	PAG	MB	PAG	NA	MB	PAG	VGLUT2
Ex_Pou4f3_Crh	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-1-1-0-0	neuron		201	0	0	0	0	0	0	1	0	26	0	0	0	0	MB	MB	0.962962962962963	PAG|MRN	PAG	0.769230769230769	MB	PAG	MB	PAG	27	MB	PAG	VGLUT2
Ex_Pou4f3_Ppp1r17_1	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-1-1-0-1	neuron		108	0	0	0	0	0	0	0	0	17	0	0	0	0	MB	MB	1	PAG	PAG	0.882352941176471	MB	PAG	MB	PAG	17	MB	PAG	VGLUT2
Ex_Pou4f3_Ppp1r17_2	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-1-1-1	neuron		118	0	0	0	0	0	0	0	0	16	0	0	0	0	MB	MB	1	PAG	PAG	0.875	MB	PAG	MB	PAG	16	MB	PAG	VGLUT2
Inh_Pax5_Sox21_1	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-10-0	neuron		115	0	0	0	0	0	0	2	7	55	1	0	0	1	MB|HY	MB	0.833333333333333	PAG|MB|CUN	PAG	0.781818181818182	MB	MB|PAG|MRN	MB	MB	66	MB	PAG	GABA
Inh_Pax5_Sox21_2	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-10-1-0	neuron		52	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MB	MRN|PAG	MB	MRN	NA	MB	MRN	GABA
Inh_Pax5_Sox21_3	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-10-1-1	neuron		34	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MB	PAG|MRN	MB	PAG	NA	MB	PAG	GABA
Inh_Emx2_Pirt_1	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-11-0-0-0-0	neuron		30	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MB	MRN	MB	MRN	NA	MB	MRN	GABA
Inh_Emx2_Pirt_2	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-11-0-0-0-1	neuron		24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MB	MRN	MB	MRN	NA	MB	MRN	GLY
Inh_Emx2_Pirt_3	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-11-0-0-1	neuron		48	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MB	MRN	MB	MRN	NA	MB	MRN	GABA
Inh_Six3_Nkx2-2	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-11-0-1	neuron		64	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MB	MRN	MB	MRN	NA	MB	MRN	GABA
Inh_Six3_Sall3	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-11-1	neuron		25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MB	MRN	MB	MRN	NA	MB	MRN	GLY
Ex_Ebf2_Nr5a2_1	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-2-0-0-0-0-0-0-0	neuron		173	0	0	0	0	0	0	0	0	18	1	0	0	0	MB	MB	0.947368421052632	PAG|MRN	PAG	0.555555555555556	MB	PAG	MB	PAG	19	MB	PAG	VGLUT2
Ex_Ebf2_Mgst2	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-2-0-0-0-0-0-0-1	neuron		46	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MB	PAG	MB	PAG	NA	MB	PAG	VGLUT2
Ex_Ebf2_Nr5a2_2	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-2-0-0-0-0-0-1-0-0	neuron		38	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MB	MRN|PAG	MB	MRN	NA	MB	MRN	VGLUT2
Ex_Ebf2_Nr5a2_3	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-2-0-0-0-0-0-1-0-1	neuron		27	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MB	MRN|PAG|MB	MB	MRN	NA	MB	MRN	VGLUT2
Ex_Ebf2_Vsig2_1	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-2-0-0-0-0-0-1-0-2	neuron		30	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MB	PAG	MB	PAG	NA	MB	PAG	VGLUT2
Ex_Ebf2_Vsig2_2	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-2-0-0-0-0-0-1-0-3	neuron	automatic	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA					NA			none
Ex_Ebf2_Ghrh_1	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-2-0-0-0-0-0-1-1	neuron		21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MB	PAG|MB|MRN	MB	PAG	NA	MB	PAG	VGLUT2
Ex_Ebf2_Ghrh_2	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-2-0-0-0-0-1-0	neuron		74	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MB	PAG	MB	PAG	NA	MB	PAG	VGLUT2
Ex_Ebf2_Ghrh_3	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-2-0-0-0-0-1-1	neuron		30	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MB	PAG	MB	PAG	NA	MB	PAG	VGLUT2
Ex_Ebf2_Il15_1	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-2-0-0-0-0-2	neuron		90	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MB	PAG	MB	PAG	NA	MB	PAG	VGLUT2
Ex_Ebf2_Il15_2	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-2-0-0-0-0-3-0	neuron		66	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MB	PAG|MRN	MB	PAG	NA	MB	PAG	VGLUT2
Ex_Ebf2_Il15_3	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-2-0-0-0-0-3-1	neuron		17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MB	PAG|MRN	MB	PAG	NA	MB	PAG	VGLUT2
Ex_Ebf2_Tnc	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-2-0-0-0-0-4	neuron		53	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MB	PAG	MB	PAG	NA	MB	PAG	VGLUT2
Ex_Ebf2_Spef2_1	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-2-0-0-0-1	neuron		47	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MB	PAG	MB	PAG	NA	MB	PAG	VGLUT2
Ex_Ebf2_Spef2_2	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-2-0-0-1	neuron		561	0	0	0	0	0	0	0	1	85	0	0	0	0	MB	MB	0.988372093023256	MRN|PAG|MB	MRN	0.388235294117647	MB	PAG	MB	PAG	86	MB	MRN	VGLUT2
Ex_Ebf2_Spef2_3	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-2-0-1-0-0-0	neuron		65	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MB	PAG|SCm	MB	PAG	NA	MB	PAG	VGLUT2
Ex_Ebf2_Slc38a11	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-2-0-1-0-0-1	neuron		37	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MB	PAG	MB	PAG	NA	MB	PAG	VGLUT2
Ex_Ebf2_Spef2_4	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-2-0-1-0-0-2	neuron		33	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MB	PAG	MB	PAG	NA	MB	PAG	VGLUT2
Ex_Ebf2_Spef2_5	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-2-0-1-0-1-0	neuron		63	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MB	PAG	MB	PAG	NA	MB	PAG	VGLUT2
Ex_Ebf2_Spef2_6	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-2-0-1-0-1-1	neuron		16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA			NA	MB	PAG|MB	MB	PAG	NA	MB	PAG	VGLUT2
