Annotation	key	cell_class	removal_reason	num_cells_postQC	top_dissectate_postQC	max_pct_dissectate_postQC	top_replicate_postQC	max_pct_replicate_postQC	Isocortex	OLF	HPF	CTXsp	STR	PAL	TH	HY	MB	P	MY	CB	FB_VS_grey	Mapped_Top_TopStruct	Mapped_Max_TopStruct	Mapped_MaxTopStruct_PCT	Mapped_Top_DeepCCF	Mapped_Max_DeepCCF	Mapped_Max_DeepCCF_PCT	Imputed_Top_TopStruct	Imputed_Top_DeepCCF	Imputed_Max_TopStruct	Imputed_Max_DeepCCF	NumBeadsConfMapped	Max_TopStruct	Max_DeepCCF	NT_binary
Ex_Pou4f1_Plscr5_1	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-1-0-0-0-0-0	neuron		509	MB_M3_M3	40.47%	MB_M3_F012	11.39%	0	0	0	0	0	0	0	1	37	0	0	0	0	MB	MB	0.973684210526316	PAG|SCm	PAG	0.594594594594595	MB	PAG|SCm	MB	PAG	38	MB	PAG	VGLUT2
Ex_Pou4f1_Plscr5_2	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-1-0-0-0-0-1-0	neuron		141	MB_M1_M1	30.50%	MB_M4_A_F013	9.93%	0	0	0	0	0	0	0	0	1	0	0	0	0	MB	MB	1	PAG	PAG	1	MB	PAG	MB	PAG	1	MB	PAG	VGLUT2
Ex_Pou4f1_Plscr5_3	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-1-0-0-0-0-1-1	neuron		115	MB_M1_M1	33.04%	MB_M1_F012	9.57%	0	0	0	0	0	0	0	1	9	0	0	0	0	MB	MB	0.9	PAG|SCm	PAG	0.777777777777778	MB	PAG|SCm	MB	PAG	10	MB	PAG	VGLUT2
Ex_Pou4f1_Plscr5_4	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-1-0-0-0-1	neuron		384	MB_M3_M3	30.73%	MB_M3_F012	11.46%	0	0	0	0	0	0	0	0	9	0	0	0	0	MB	MB	1	PAG|SCm	PAG	0.555555555555556	MB	PAG	MB	PAG	9	MB	PAG	VGLUT2
Ex_Pou4f1_Plscr5_5	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-1-0-0-0-2-0	neuron		183	MB_M1_M1	33.88%	MB_M1_F012	13.66%	0	0	0	0	0	0	0	0	2	0	0	0	0	MB	MB	1	PAG	PAG	1	MB	PAG	MB	PAG	2	MB	PAG	VGLUT2
Ex_Pou4f1_Plscr5_6	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-1-0-0-0-2-1	neuron		91	MB_M1_M1	43.96%	MB_M1_F010	10.99%																				MB	PAG|SCm	MB	PAG		MB	PAG	VGLUT2
Ex_Pou4f1_Plscr5_7	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-1-0-0-1-0	neuron		224	MB_M3_M3	42.41%	MB_M3_F012	12.05%	0	0	0	0	0	0	0	0	17	0	0	0	0	MB	MB	1	PAG|SCm	PAG	0.823529411764706	MB	PAG|SCm	MB	PAG	17	MB	PAG	VGLUT2
Ex_Pou4f1_Plscr5_8	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-1-0-0-1-1-0	neuron		121	MB_M1_M1	38.84%	MB_M3_F012	14.05%	0	0	0	0	0	0	0	0	26	0	0	0	0	MB	MB	1	SCm|PAG	SCm	0.730769230769231	MB	PAG|SCm	MB	PAG	26	MB	SCm	VGLUT2
Ex_Pou4f1_Plscr5_9	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-1-0-0-1-1-1	neuron		34	MB_M1_M1	41.18%	MB_M1_M013	14.71%																				MB	PAG|SCm	MB	PAG		MB	PAG	VGLUT2
Ex_Pou4f1_Phex	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-1-0-1-0-0	neuron		187	MB_M4_M4A	61.50%	MB_M4_A_M013	28.88%	0	0	0	0	0	0	0	0	29	0	0	0	0	MB	MB	1	PAG	PAG	0.862068965517241	MB	PAG|SCm	MB	PAG	29	MB	PAG	VGLUT2
Ex_Pou4f1_Trim21	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-1-0-1-0-1	neuron		74	MB_M4_M4A	55.41%	MB_M3_F012	31.08%																				MB	PAG|SCm	MB	PAG		MB	PAG	VGLUT2
Ex_Fn1_Nts	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-1-0-1-1	neuron		94	MB_M4_M4A	53.19%	MB_M4_A_M013	29.79%																				MB	PAG	MB	PAG		MB	PAG	VGLUT2
Ex_Pou4f1_Uaca	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-1-0-2-0	neuron		270	MB_M3_M3	39.26%	MB_M3_F012	18.89%	0	0	0	0	0	0	0	1	17	0	0	0	0	MB	MB	0.944444444444444	PAG|SCm	PAG	0.764705882352941	MB	PAG	MB	PAG	18	MB	PAG	VGLUT2
Ex_Pou4f1_6430628N08Rik	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-1-0-2-1	neuron		87	MB_M3_M3	54.02%	MB_M3_F012	36.78%																				MB	PAG|SCm	MB	PAG		MB	PAG	VGLUT2
Ex_Tfap2b_Kcnmb1	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-1-1-0-0	neuron		525	MB_M1_M1	33.71%	MB_M1_F012	10.48%	0	0	0	0	0	0	0	1	22	0	0	0	0	MB	MB	0.956521739130435	PAG|SCm	PAG	0.727272727272727	MB	PAG|SCm	MB	PAG	23	MB	PAG	VGLUT2
Ex_Tfap2b_Layn	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-1-1-0-1	neuron		72	MB_M1_M1	68.06%	MB_M1_M012	19.44%																				MB	PAG	MB	PAG		MB	PAG	VGLUT2
Ex_Tfap2b_Gli2	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-1-1-1	neuron		572	MB_M3_M3	38.81%	MB_M3_F012	11.54%	0	0	0	0	0	0	0	0	21	0	0	0	0	MB	MB	1	PAG|SCm	PAG	0.476190476190476	MB	PAG|SCm	MB	PAG	21	MB	PAG	VGLUT2
Inh_Pax8_Otp_1	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-2-0-0	neuron		54	MB_L7_L7	33.33%	MB_L7_M011	20.37%																				MB		MB			MB		GABA
Inh_Pax8_Otp_2	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-2-0-1	neuron		34	MB_M4_M4B	35.29%	MB_M4_B_F011	17.65%																				MB		MB			MB		GABA
Inh_Pax8_Otp_3	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-2-1	neuron		66	MB_M4_M4B	39.39%	MB_M4_B_F013	16.67%																				MB		MB			MB		GABA
Ex_Eya2_P2rx6_1	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-1-0-0-0-0-0-0-0-0-0-0	neuron		60	MB_M4_M4A	25.00%	MB_L4_A_F013	13.33%																				MB		MB			MB		VGLUT2
Ex_Pou4f3_Bhlhe23	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-1-0-0-0-0-0-0-0-0-0-1	neuron	automatic	0																															none
Ex_Eya2_P2rx6_2	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-1-0-0-0-0-0-0-0-0-1	neuron		56	MB_M3_M3	28.57%	MB_M1_F012	12.50%																				MB	SCm	MB	SCm		MB	SCm	VGLUT2
Ex_Pou4f2_Sult3a2_1	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-1-0-0-0-0-0-0-0-1	neuron		139	MB_M1_M1	34.53%	MB_M3_F012	12.95%	0	0	0	0	0	0	0	0	12	0	0	0	0	MB	MB	1	PAG	PAG	1	MB	PAG	MB	PAG	12	MB	PAG	VGLUT2
Ex_Pou4f2_Sult3a2_2	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-1-0-0-0-0-0-0-1	neuron		145	MB_M4_M4A	42.07%	MB_M4_A_F010	15.17%	0	0	0	0	0	0	0	0	2	0	0	0	0	MB	MB	1	PAG	PAG	1	MB	PAG	MB	PAG	2	MB	PAG	VGLUT2
Ex_Pou4f2_Grpr	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-1-0-0-0-0-0-1	neuron		99	MB_M4_M4A	34.34%	MB_M4_A_F010	18.18%																				MB	PAG	MB	PAG		MB	PAG	VGLUT2
Ex_Pou4f1_Meis1_1	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-1-0-0-0-0-1-0-0	neuron		167	MB_M3_M3	32.93%	MB_M1_M013	13.17%	0	0	0	0	0	0	0	0	10	0	0	0	0	MB	MB	1	PAG|CUN	PAG	0.8	MB	PAG	MB	PAG	10	MB	PAG	VGLUT2
Ex_Pou4f1_Meis1_2	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-1-0-0-0-0-1-0-1	neuron		140	MB_M3_M3	51.43%	MB_M3_F012	23.57%	0	0	0	0	0	0	0	0	21	0	0	0	0	MB	MB	1	PAG	PAG	0.952380952380952	MB	PAG	MB	PAG	21	MB	PAG	VGLUT2
Ex_Pou4f1_Meis1_3	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-1-0-0-0-0-1-1	neuron		48	MB_M3_M3	47.92%	MB_M3_F012	22.92%																				MB	PAG	MB	PAG		MB	PAG	VGLUT2
Ex_Pou4f2_Sult3a2_3	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-1-0-0-0-1-0-0	neuron		398	MB_M3_M3	32.66%	MB_M3_F012	7.54%	0	0	0	0	0	0	0	0	15	0	0	0	0	MB	MB	1	SCm|PAG	SCm	0.733333333333333	MB	PAG	MB	PAG	15	MB	SCm	VGLUT2
Ex_Pou4f2_Sult3a2_4	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-1-0-0-0-1-0-1	neuron		23	MB_M1_M1	43.48%	MB_M1_M013	17.39%																				MB	PAG	MB	PAG		MB	PAG	VGLUT2
Ex_Pou4f2_Sult3a2_5	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-1-0-0-0-1-1	neuron		65	MB_M1_M1	53.85%	MB_M1_F012	15.38%																				MB	PAG	MB	PAG		MB	PAG	VGLUT2
Ex_Pou4f2_Sult3a2_6	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-1-0-0-1-0-0-0	neuron		223	MB_M1_M1	34.53%	MB_M1_M013	15.70%	0	0	0	0	0	0	1	1	51	2	0	0	0	MB	MB	0.927272727272727	PAG	PAG	0.92156862745098	MB	PAG	MB	PAG	55	MB	PAG	VGLUT2
Ex_Pou4f2_Sult3a2_7	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-1-0-0-1-0-0-1	neuron		70	MB_M1_M1	70.00%	MB_M1_M013	22.86%																				MB	PAG	MB	PAG		MB	PAG	VGLUT2
Ex_Pou4f2_Sult3a2_8	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-1-0-0-1-0-0-2	neuron		70	MB_M1_M1	32.86%	MB_M4_A_F010	15.71%																				MB	PAG	MB	PAG		MB	PAG	VGLUT2
Ex_Pou4f2_Sult3a2_9	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-1-0-0-1-0-0-3	neuron		27	MB_M4_M4A	33.33%	MB_M1_M013	22.22%																				MB	PAG|SCm	MB	PAG		MB	PAG	VGLUT2
Ex_Pou4f2_Sult3a2_10	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-1-0-0-1-0-1	neuron		56	MB_M3_M3	39.29%	MB_M3_F012	19.64%																				MB	PAG	MB	PAG		MB	PAG	VGLUT2
Ex_Pou4f2_Sult3a2_11	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-1-0-0-1-0-2	neuron		43	MB_M4_M4A	67.44%	MB_M4_A_M013	37.21%																				MB	PAG	MB	PAG		MB	PAG	VGLUT2
Ex_Pou4f2_Sult3a2_12	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-1-0-0-1-1-0	neuron		80	MB_M1_M1	56.25%	MB_M1_F012	18.75%																				MB	PAG	MB	PAG		MB	PAG	VGLUT2
Ex_Gli3_Vwf	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-1-0-0-1-1-1	neuron		49	MB_M3_M3	30.61%	MB_M1_M013	16.33%																				MB	PAG	MB	PAG		MB	PAG	VGLUT2
Ex_Pou4f2_Gdpd4	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-1-0-0-1-2	neuron		131	MB_M1_M1	38.17%	MB_M1_F012	16.03%	0	0	0	0	0	0	0	0	23	0	0	0	0	MB	MB	1	PAG	PAG	1	MB	PAG	MB	PAG	23	MB	PAG	VGLUT2
Ex_Pou4f3_Defb1_1	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-1-0-1-0-0-0	neuron		65	MB_M1_M1	47.69%	MB_M1_M013	26.15%																				MB	MRN|PAG	MB	MRN		MB	MRN	VGLUT2
Ex_Pou4f3_Defb1_2	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-1-0-1-0-0-1	neuron		19	MB_M1_M1	94.74%	MB_M1_F011	31.58%																				MB	PAG	MB	PAG		MB	PAG	VGLUT2
Ex_Pou4f3_Defb1_3	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-1-0-1-0-0-2	neuron	automatic	0																															none
Ex_Pou4f3_Wfdc10_1	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-1-0-1-0-1-0	neuron		74	MB_M3_M3	52.70%	MB_M3_F012	27.03%																				MB	PAG	MB	PAG		MB	PAG	VGLUT2
Ex_Pou4f3_Wfdc10_2	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-1-0-1-0-1-1	neuron		30	MB_M3_M3	53.33%	MB_M3_F012	36.67%																				MB	PAG	MB	PAG		MB	PAG	VGLUT2
Ex_Pou4f3_Id1	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-1-0-1-0-1-2	neuron	automatic	0																															none
Ex_Pou4f3_Slc7a11	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-1-0-1-1	neuron		72	MB_M1_M1	95.83%	MB_M1_M012	29.17%																				MB	PAG	MB	PAG		MB	PAG	VGLUT2
Ex_Pou4f3_Xdh	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-1-0-1-2	neuron		26	MB_M1_M1	96.15%	MB_M1_F012	38.46%																				MB	PAG	MB	PAG		MB	PAG	VGLUT2
Ex_Pou4f3_Crh	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-1-1-0-0	neuron		201	MB_M4_M4A	47.76%	MB_M4_A_F010	15.92%	0	0	0	0	0	0	1	0	26	0	0	0	0	MB	MB	0.962962962962963	PAG|MRN	PAG	0.769230769230769	MB	PAG	MB	PAG	27	MB	PAG	VGLUT2
Ex_Pou4f3_Ppp1r17_1	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-1-1-0-1	neuron		108	MB_M3_M3	31.48%	MB_M4_A_F010	22.22%	0	0	0	0	0	0	0	0	17	0	0	0	0	MB	MB	1	PAG	PAG	0.882352941176471	MB	PAG	MB	PAG	17	MB	PAG	VGLUT2
Ex_Pou4f3_Ppp1r17_2	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-1-1-1	neuron		118	MB_M1_M1	33.90%	MB_M3_F012	15.25%	0	0	0	0	0	0	0	0	16	0	0	0	0	MB	MB	1	PAG	PAG	0.875	MB	PAG	MB	PAG	16	MB	PAG	VGLUT2
Inh_Pax5_Sox21_1	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-10-0	neuron		115	MB_M4_M4A	37.39%	MB_M4_A_F010	16.52%	0	0	0	0	0	0	2	7	55	1	0	0	1	MB|HY	MB	0.833333333333333	PAG|MB|CUN	PAG	0.781818181818182	MB	MB|PAG|MRN	MB	MB	66	MB	PAG	GABA
Inh_Pax5_Sox21_2	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-10-1-0	neuron		52	MB_L6_L6	19.23%	MB_L6_F010	9.62%																				MB	MRN|PAG	MB	MRN		MB	MRN	GABA
Inh_Pax5_Sox21_3	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-10-1-1	neuron		34	MB_M4_M4A	29.41%	MB_M4_A_F013	11.76%																				MB	PAG|MRN	MB	PAG		MB	PAG	GABA
Inh_Emx2_Pirt_1	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-11-0-0-0-0	neuron		30	MB_M5_M5	73.33%	MB_M5_F010	36.67%																				MB	MRN	MB	MRN		MB	MRN	GABA
Inh_Emx2_Pirt_2	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-11-0-0-0-1	neuron		24	MB_M5_M5	41.67%	MB_L5_F010	20.83%																				MB	MRN	MB	MRN		MB	MRN	GLY
Inh_Emx2_Pirt_3	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-11-0-0-1	neuron		48	MB_M5_M5	58.33%	MB_M5_F010	25.00%																				MB	MRN	MB	MRN		MB	MRN	GABA
Inh_Six3_Nkx2-2	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-11-0-1	neuron		64	MB_M5_M5	39.06%	MB_M5_F010	17.19%																				MB	MRN	MB	MRN		MB	MRN	GABA
Inh_Six3_Sall3	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-11-1	neuron		25	MB_M5_M5	48.00%	MB_M5_F013	20.00%																				MB	MRN	MB	MRN		MB	MRN	GLY
Ex_Ebf2_Nr5a2_1	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-2-0-0-0-0-0-0-0	neuron		173	MB_M4_M4A	41.62%	MB_M4_A_F013	11.56%	0	0	0	0	0	0	0	0	18	1	0	0	0	MB	MB	0.947368421052632	PAG|MRN	PAG	0.555555555555556	MB	PAG	MB	PAG	19	MB	PAG	VGLUT2
Ex_Ebf2_Mgst2	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-2-0-0-0-0-0-0-1	neuron		46	MB_M3_M3	41.30%	MB_M1_F013	10.87%																				MB	PAG	MB	PAG		MB	PAG	VGLUT2
Ex_Ebf2_Nr5a2_2	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-2-0-0-0-0-0-1-0-0	neuron		38	MB_M4_M4A	39.47%	MB_L4_A_F013	26.32%																				MB	MRN|PAG	MB	MRN		MB	MRN	VGLUT2
Ex_Ebf2_Nr5a2_3	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-2-0-0-0-0-0-1-0-1	neuron		27	MB_M4_M4A	51.85%	MB_M4_A_F010	14.81%																				MB	MRN|PAG|MB	MB	MRN		MB	MRN	VGLUT2
Ex_Ebf2_Vsig2_1	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-2-0-0-0-0-0-1-0-2	neuron		30	MB_M4_M4A	30.00%	MB_L5_M012	20.00%																				MB	PAG	MB	PAG		MB	PAG	VGLUT2
Ex_Ebf2_Vsig2_2	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-2-0-0-0-0-0-1-0-3	neuron	automatic	0																															none
Ex_Ebf2_Ghrh_1	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-2-0-0-0-0-0-1-1	neuron		21	MB_M4_M4A	47.62%	MB_M4_A_F010	23.81%																				MB	PAG|MB|MRN	MB	PAG		MB	PAG	VGLUT2
Ex_Ebf2_Ghrh_2	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-2-0-0-0-0-1-0	neuron		74	MB_M4_M4A	28.38%	MB_L5_F010	9.46%																				MB	PAG	MB	PAG		MB	PAG	VGLUT2
Ex_Ebf2_Ghrh_3	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-2-0-0-0-0-1-1	neuron		30	MB_M4_M4A	50.00%	MB_M4_A_M013	23.33%																				MB	PAG	MB	PAG		MB	PAG	VGLUT2
Ex_Ebf2_Il15_1	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-2-0-0-0-0-2	neuron		90	MB_M4_M4A	30.00%	MB_L4_A_F010	14.44%																				MB	PAG	MB	PAG		MB	PAG	VGLUT2
Ex_Ebf2_Il15_2	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-2-0-0-0-0-3-0	neuron		66	MB_M4_M4A	31.82%	MB_L4_A_M013	18.18%																				MB	PAG|MRN	MB	PAG		MB	PAG	VGLUT2
Ex_Ebf2_Il15_3	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-2-0-0-0-0-3-1	neuron		17	MB_M4_M4A	64.71%	MB_L4_A_F010	23.53%																				MB	PAG|MRN	MB	PAG		MB	PAG	VGLUT2
Ex_Ebf2_Tnc	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-2-0-0-0-0-4	neuron		53	MB_M4_M4A	54.72%	MB_M4_A_M013	28.30%																				MB	PAG	MB	PAG		MB	PAG	VGLUT2
Ex_Ebf2_Spef2_1	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-2-0-0-0-1	neuron		47	MB_M4_M4A	42.55%	MB_M4_A_F013	25.53%																				MB	PAG	MB	PAG		MB	PAG	VGLUT2
Ex_Ebf2_Spef2_2	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-2-0-0-1	neuron		561	MB_M4_M4A	26.38%	MB_L6_M012	10.34%	0	0	0	0	0	0	0	1	85	0	0	0	0	MB	MB	0.988372093023256	MRN|PAG|MB	MRN	0.388235294117647	MB	PAG	MB	PAG	86	MB	MRN	VGLUT2
Ex_Ebf2_Spef2_3	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-2-0-1-0-0-0	neuron		65	MB_M1_M1	44.62%	MB_M1_F011	10.77%																				MB	PAG|SCm	MB	PAG		MB	PAG	VGLUT2
Ex_Ebf2_Slc38a11	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-2-0-1-0-0-1	neuron		37	MB_M1_M1	37.84%	MB_L5_M012	24.32%																				MB	PAG	MB	PAG		MB	PAG	VGLUT2
Ex_Ebf2_Spef2_4	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-2-0-1-0-0-2	neuron		33	MB_M1_M1	51.52%	MB_M1_F013	21.21%																				MB	PAG	MB	PAG		MB	PAG	VGLUT2
Ex_Ebf2_Spef2_5	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-2-0-1-0-1-0	neuron		63	MB_M4_M4A	31.75%	MB_L4_A_F010	14.29%																				MB	PAG	MB	PAG		MB	PAG	VGLUT2
Ex_Ebf2_Spef2_6	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-2-0-1-0-1-1	neuron		16	MB_M1_M1	37.50%	MB_M4_A_F013	25.00%																				MB	PAG|MB	MB	PAG		MB	PAG	VGLUT2
Ex_Ebf2_Spef2_7	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-2-0-1-1	neuron		236	MB_M1_M1	27.54%	MB_L5_M012	8.90%	0	0	0	0	0	0	0	0	20	0	0	0	0	MB	MB	1	SCm|PAG|MB	SCm	0.5	MB	PAG|SCm	MB	PAG	20	MB	SCm	VGLUT2
Ex_Evx2_Tafa3	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-2-0-2-0	neuron		29	MB_L4_L4	34.48%	MB_L4_F011	34.48%																				MB	MB|MRN|PAG	MB	MB		MB	MB	VGLUT2
Ex_Ebf2_St14	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-2-0-2-1	neuron		30	MB_L7_L7	30.00%	BS_L2_F005	13.33%																				MB	PAG	MB	PAG		MB	PAG	VGLUT2
Ex_Ebf2_Myl2_1	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-2-1-0-0	neuron		115	MB_M2_M2	47.83%	MB_M2_F011	12.17%	0	0	0	0	0	0	0	2	47	16	0	0	0	MB|P	MB	0.723076923076923	SCm|MB|CUN|MRN|PAG	SCm	0.404255319148936	MB	SCm|MB|MRN	MB	SCm	65	MB	SCm	VGLUT2
Ex_Ebf2_Myl2_2	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-2-1-0-1-0	neuron		80	MB_M3_M3	42.50%	MB_M3_F012	17.50%																				MB	MRN|SCm	MB	MRN		MB	MRN	VGLUT2
Ex_Ebf2_Bmp7_1	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-2-1-0-1-1	neuron		45	MB_M3_M3	33.33%	MB_M3_F011	17.78%																				MB	PAG	MB	PAG		MB	PAG	VGLUT2
Ex_Ebf2_Bmp7_2	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-2-1-1	neuron		174	MB_M2_M2	43.10%	MB_M2_F011	14.94%	0	0	0	0	0	0	1	1	23	1	0	0	1	MB	MB	0.851851851851852	SCm|IC|MB|MRN	SCm	0.565217391304348	MB	SCm|PAG	MB	SCm	27	MB	SCm	VGLUT2
Inh_Skor2_Emx1_1	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-3-0-0-0-0-0-0-0	neuron		108	MB_M4_M4A	38.89%	MB_M4_A_F012	12.96%	0	0	0	0	0	0	0	0	11	0	0	0	0	MB	MB	1	MRN|PAG|RN	MRN	0.454545454545455	MB	PAG	MB	PAG	11	MB	MRN	GABA
DOUBLET	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-3-0-0-0-0-0-0-1	neuron	manual	0																															none
Inh_Skor2_Emx1_2	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-3-0-0-0-0-0-1	neuron		24	MB_M4_M4A	33.33%	MB_M6_M012	29.17%																				MB	MB	MB	MB		MB	MB	GABA
Inh_Skor2_Emx1_3	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-3-0-0-0-0-1	neuron		28	MB_M4_M4A	32.14%	MB_L1_F011	10.71%																				MB	MRN|PAG	MB	MRN		MB	MRN	GABA
Inh_Skor2_Emx1_4	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-3-0-0-0-1	neuron		69	MB_M4_M4A	60.87%	MB_M4_A_F010	21.74%																				MB	MB|MRN|PAG	MB	MB		MB	MB	GABA
Inh_Skor2_Lancl3	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-3-0-0-1	neuron		128	MB_M4_M4A	39.06%	MB_M4_A_F012	20.31%	0	0	0	0	0	0	0	0	11	0	0	0	0	MB	MB	1	MRN|MB	MRN	0.818181818181818	MB	PAG	MB	PAG	11	MB	MRN	GABA
Inh_Nkx2-2_Il20ra	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-3-0-1-0-0-0	neuron		108	MB_M4_M4A	28.70%	MB_M4_A_F012	13.89%	0	0	0	0	0	0	0	0	22	1	0	0	0	MB	MB	0.956521739130435	PAG|MRN|RN|PPN	PAG	0.409090909090909	MB	MRN|PAG	MB	MRN	23	MB	PAG	GABA
Inh_Nkx2-2_Ecel1_1	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-3-0-1-0-0-1	neuron		66	MB_M4_M4B	34.85%	MB_M6_M012	21.21%																				MB	MRN|PAG	MB	MRN		MB	MRN	GLY
Inh_Nkx2-2_Ecel1_2	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-3-0-1-0-1	neuron		50	MB_M5_M5	44.00%	MB_M5_F010	24.00%																				MB	MRN|PAG	MB	MRN		MB	MRN	GABA
Inh_Nkx2-2_Gata2_1	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-3-0-1-1	neuron		61	MB_M4_M4A	34.43%	MB_M6_M012	13.11%																				MB	PAG|MRN	MB	PAG		MB	PAG	GABA
Inh_Nkx2-2_Gata2_2	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-3-0-1-2	neuron		43	MB_M4_M4A	30.23%	MB_M4_A_F012	16.28%																				MB	MRN	MB	MRN		MB	MRN	GABA
Inh_Nkx2-2_Gata2_3	300-0-0-0-0-0-0-0-0-0-0-0-0-0-0-3-1-0-0-0-0-0	neuron		93	MB_M4_M4A	46.24%	MB_M4_A_M013	16.13%																				MB	PAG|MRN	MB	PAG		MB	PAG	GLY
